"","model1_ASC_t","model1_DES_t","model2_ASC_t","model2_DES_t","model3_ASC_t","model3_DES_t","model4_ASC_t","model4_DES_t","model1_ASC_P","model1_DES_P","model2_ASC_P","model2_DES_P","model3_ASC_P","model3_DES_P","model4_ASC_P","model4_DES_P","model1_ASC_FDR","model1_DES_FDR","model2_ASC_FDR","model2_DES_FDR","model3_ASC_FDR","model3_DES_FDR","model4_ASC_FDR","model4_DES_FDR"
"d__Bacteria--p__Firmicutes--c__Bacilli--o__Bacillales--f__Bacillaceae--g__Geobacillus--__",0.63083358191669,-0.530104722347769,0.430149042519374,-0.517865785284767,-0.536156334836202,-0.962821129999927,-0.681802221335855,-0.668806136453955,0.528972335855782,0.596715136556401,0.667625683698313,0.605221255287344,0.592572575184309,0.337054792197799,0.496368577719525,0.504607640902548,0.903703808335603,0.773984728843072,0.931162137789753,0.778827597714816,0.948775914096762,0.678745012918447,0.942134803241546,0.749837522462664
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Tannerellaceae--g__Parabacteroides",-0.733129785981769,-0.520163603648126,-0.750001515193245,-0.55712829265762,-0.0302004733341098,-0.122147594626729,0.079884434996434,0.0940562857209598,0.46446018948861,0.60361073192793,0.454278458500324,0.578168266982515,0.975943669615092,0.902931675430671,0.936430904096244,0.925185141748163,0.878882403567745,0.773984728843072,0.825488856017732,0.778827597714816,0.982120528283542,0.965982511566447,0.974817410519871,0.968136933466127
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia",-0.741496990834022,-0.500212485546107,-0.962032927822515,-0.738809267035909,-0.613162116885619,-0.332824650138334,-0.536596335674141,-0.417729468005746,0.459386066847627,0.61755751293594,0.337383580045336,0.461035684974112,0.540613422570795,0.739691718713443,0.592306019282817,0.676719314151496,0.878882403567745,0.783826297779972,0.728491274813583,0.709830661881296,0.948775914096762,0.905090332197857,0.942134803241546,0.85932442808089
"d__Bacteria--p__Bacteroidetes",-0.740196688371418,-0.499927693476525,-0.960825392032949,-0.738543398844464,-0.611684973952162,-0.332482759020668,-0.535239243166252,-0.417448576760749,0.460172548157281,0.617757623061812,0.337988730290705,0.461196743435034,0.54158809822486,0.739949349817926,0.593241751636369,0.676924286166382,0.878882403567745,0.783826297779972,0.728491274813583,0.709830661881296,0.948775914096762,0.905090332197857,0.942134803241546,0.85932442808089
"d__Bacteria--p__Firmicutes--c__Bacilli--o__Bacillales--f__Bacillaceae",0.784461761437791,-0.498614795067495,0.552217079313406,-0.483721671581918,-0.434207629893228,-0.937299824352463,-0.555990804749737,-0.645106882638819,0.433829794717306,0.618680505480418,0.581516475706375,0.629202269052858,0.66470492842169,0.349982606931027,0.57900863904343,0.519805538632356,0.867659589434612,0.783826297779972,0.915954318248485,0.778827597714816,0.948775914096762,0.690882331047476,0.942134803241546,0.751355278568587
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales",-0.67917241369503,-0.493478861200283,-0.897622344300887,-0.731714337728181,-0.546430485534723,-0.325547488927677,-0.486292118780499,-0.413742935814799,0.497925903641904,0.622296553932607,0.370641656949861,0.465344527226426,0.585508196584544,0.745181722944529,0.627438158324356,0.679630624173506,0.903703808335603,0.78527898472448,0.750726413439846,0.710590800641928,0.948775914096762,0.905090332197857,0.942134803241546,0.85932442808089
"d__Bacteria--p__Actinobacteria--c__Coriobacteriia--o__Coriobacteriales--f__Atopobiaceae--g__Atopobium",-0.336180939719742,-0.435275260842418,-0.46755041230606,-0.547709243440306,-0.153357673579625,0.0680758963851215,-0.188812814983169,0.428642591012718,0.737137174163938,0.663902072357474,0.640697955998409,0.58460576200989,0.878303614560359,0.945808144853022,0.850483379499636,0.668774634244838,0.942180384632749,0.821481941671894,0.916503932531156,0.778827597714816,0.978510399644571,0.982898660337454,0.974817410519871,0.85932442808089
"d__Bacteria--p__Actinobacteria--c__Coriobacteriia--o__Coriobacteriales--f__Atopobiaceae--g__Atopobium--__",-0.336180939719742,-0.435275260842418,-0.46755041230606,-0.547709243440306,-0.153357673579625,0.0680758963851215,-0.188812814983169,0.428642591012718,0.737137174163938,0.663902072357474,0.640697955998409,0.58460576200989,0.878303614560359,0.945808144853022,0.850483379499636,0.668774634244838,0.942180384632749,0.821481941671894,0.916503932531156,0.778827597714816,0.978510399644571,0.982898660337454,0.974817410519871,0.85932442808089
"d__Bacteria--p__Bacteroidetes--c__Bacteroidia--o__Bacteroidales--f__Tannerellaceae--g__Parabacteroides--s__Parabacteroides_merdae",-0.0652540992038172,-0.411988277370326,-0.101036832529028,-0.493646845479274,0.316317452176317,-0.0703537277628002,0.283310141333589,0.0171295843630081,0.948046170928938,0.680855105047617,0.919638902378127,0.622189046892166,0.752161371719089,0.943997835082365,0.777312331063902,0.986355125913377,0.993059764925697,0.835953372220627,0.981873693573479,0.778827597714816,0.948775914096762,0.982898660337454,0.969354201091454,0.995452655496732
"d__Bacteria--p__Firmicutes--c__Negativicutes",-0.318318003045803,-0.389389063386435,-0.173755536728299,-0.321497670781148,0.888631200857945,0.670662274808537,0.989606299748663,0.758296897984869,0.750623287977355,0.697464512881853,0.862261917048468,0.748225911550573,0.375494951813518,0.503379079175093,0.323889289273644,0.44941733605053,0.942180384632749,0.841957589057247,0.969007959568826,0.820468413355456,0.948775914096762,0.773259441270611,0.903272733944685,0.739985227664105
"d__Bacteria--p__Firmicutes--c__Negativicutes--o__Selenomonadales",-0.318318003045803,-0.389389063386435,-0.173755536728299,-0.321497670781148,0.888631200857945,0.670662274808537,0.989606299748663,0.758296897984869,0.750623287977355,0.697464512881853,0.862261917048468,0.748225911550573,0.375494951813518,0.503379079175093,0.323889289273644,0.44941733605053,0.942180384632749,0.841957589057247,0.969007959568826,0.820468413355456,0.948775914096762,0.773259441270611,0.903272733944685,0.739985227664105
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--__",-1.01501431791418,-0.381959261330558,-1.57903309089296,-0.845500251028828,-1.07009308778766,-0.578405525516725,-0.825380969723857,-0.712126464096125,0.311500267388953,0.702957660212229,0.116165771060897,0.399013100553347,0.286140283592906,0.563783802842254,0.410407718557128,0.477450132044636,0.811943319915467,0.841957589057247,0.514548704953512,0.67853564693029,0.927489762121745,0.784475665170311,0.922467638230702,0.739985227664105
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--__--__",-1.01501431791418,-0.381959261330558,-1.57903309089296,-0.845500251028828,-1.07009308778766,-0.578405525516725,-0.825380969723857,-0.712126464096125,0.311500267388953,0.702957660212229,0.116165771060897,0.399013100553347,0.286140283592906,0.563783802842254,0.410407718557128,0.477450132044636,0.811943319915467,0.841957589057247,0.514548704953512,0.67853564693029,0.927489762121745,0.784475665170311,0.922467638230702,0.739985227664105
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Tyzzerella--__",-0.187822144909314,-0.380160648649231,-0.499412001128748,-0.580907142535682,-0.839946554527291,-0.635558084948929,-0.97932705434642,-0.776448721802472,0.851233678500022,0.704289814290443,0.618127378055568,0.562067869242336,0.402153769357744,0.525950334390815,0.328925068476107,0.438659745844758,0.993059764925697,0.841957589057247,0.916503932531156,0.778827597714816,0.948775914096762,0.784475665170311,0.903272733944685,0.739985227664105
"d__Bacteria--p__Cyanobacteria--c__Melainabacteria--o__Obscuribacterales",0.924022161055676,-0.377007173908408,1.03150039432252,-0.375171505875992,0.821166604345226,-0.250607179106587,0.354808601450958,0.010042183890311,0.356747108870122,0.706627663530677,0.303754465765577,0.707997845757672,0.412736248889337,0.802431517178182,0.723209139526554,0.992000462011352,0.820280006731945,0.841957589057247,0.694920288585997,0.806965286562508,0.948775914096762,0.94103852005273,0.967645755779073,0.995452655496732
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Tyzzerella",-0.17728776808955,-0.368234104144188,-0.489690769830572,-0.569297615404876,-0.825389498724447,-0.62473413244702,-0.963032717691557,-0.767059292674512,0.859487387750677,0.713146276838564,0.62497670454395,0.569901226507758,0.410342250049999,0.533013770258793,0.33701204027747,0.444205589272055,0.993059764925697,0.841957589057247,0.916503932531156,0.778827597714816,0.948775914096762,0.784475665170311,0.903272733944685,0.739985227664105
"d__Bacteria--p__Actinobacteria--c__Coriobacteriia--o__Coriobacteriales--f__Eggerthellaceae--g__Adlercreutzia",0.0116224248791867,-0.353587903008652,-0.233786947538399,-0.617745967995982,-0.570310325685218,-0.965598914083716,-0.8575413618102,-1.19626736639624,0.990740094411598,0.724075791558608,0.815428407939392,0.53756461408205,0.569243022678062,0.335666640052667,0.392452920719023,0.233407247846877,0.993059764925697,0.841957589057247,0.948574476450967,0.777927100784802,0.948775914096762,0.678745012918447,0.917647270504774,0.609038399641487
"d__Bacteria--p__Actinobacteria--c__Coriobacteriia--o__Coriobacteriales--f__Eggerthellaceae--g__Adlercreutzia--s__uncultured_bacterium",0.0116224248791867,-0.353587903008652,-0.233786947538399,-0.617745967995982,-0.570310325685218,-0.965598914083716,-0.8575413618102,-1.19626736639624,0.990740094411598,0.724075791558608,0.815428407939392,0.53756461408205,0.569243022678062,0.335666640052667,0.392452920719023,0.233407247846877,0.993059764925697,0.841957589057247,0.948574476450967,0.777927100784802,0.948775914096762,0.678745012918447,0.917647270504774,0.609038399641487
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Christensenellaceae",0.533569120222115,-0.346398412613888,0.424011627244049,-0.42444143657156,0.509132186567607,-0.237077478478868,0.335704036869443,-0.411905544174661,0.594316717140034,0.729461841897908,0.672087148495829,0.671777424888827,0.611339755704066,0.812892568661771,0.737542250685812,0.68097407508297,0.915335264728382,0.841957589057247,0.933291324112112,0.778827597714816,0.948775914096762,0.94103852005273,0.967645755779073,0.85932442808089
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Christensenellaceae--g__Christensenellaceae_R-7_group",0.51519874403004,-0.34584438842942,0.403063798086304,-0.424715608136556,0.477299594607458,-0.237532799801375,0.307700048009141,-0.39915764880204,0.60706431563106,0.729877455782534,0.687401859724904,0.67157791018818,0.633780410304387,0.812539958199531,0.758718395924774,0.690322942139287,0.915335264728382,0.841957589057247,0.94312865289619,0.778827597714816,0.948775914096762,0.94103852005273,0.967645755779073,0.863756924793811
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminococcus_1--__",-0.379346117766661,-0.344674092009846,-0.464739780553442,-0.468313711899269,-0.404797232795726,-0.219118481508251,-0.766370035739453,-0.575914635539934,0.704890762321241,0.730755643332705,0.642705587907069,0.640156652826813,0.686150856045837,0.826830219367388,0.444606916126341,0.565502779566365,0.942180384632749,0.841957589057247,0.916503932531156,0.778827597714816,0.948775914096762,0.94103852005273,0.924084962929257,0.79220213172733
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminococcus_1",-0.179492649562514,-0.299249335554723,-0.296597978900947,-0.445317708787961,-0.159186899676613,-0.214675563787082,-0.51651133265821,-0.563698309003793,0.857758544335537,0.765106940967769,0.767131298632668,0.656653399033879,0.873716309333865,0.830286982327789,0.60622409183567,0.573768894716728,0.993059764925697,0.86935566374428,0.948574476450967,0.778827597714816,0.978510399644571,0.94103852005273,0.942134803241546,0.800256616315436
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__UBA1819",-0.11092457195509,-0.279741719085598,-0.282691732501756,-0.453105701904889,-0.278476758577978,-0.400204176407151,0.0593328045832515,0.00570842302931666,0.911803274381996,0.780007932542642,0.777753063812115,0.65104703675065,0.780995087017128,0.689526947426258,0.952762487774008,0.995452655496732,0.993059764925697,0.86935566374428,0.948574476450967,0.778827597714816,0.948775914096762,0.880606201213199,0.974817410519871,0.995452655496732
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__UBA1819--__",-0.11092457195509,-0.279741719085598,-0.282691732501756,-0.453105701904889,-0.278476758577978,-0.400204176407151,0.0593328045832515,0.00570842302931666,0.911803274381996,0.780007932542642,0.777753063812115,0.65104703675065,0.780995087017128,0.689526947426258,0.952762487774008,0.995452655496732,0.993059764925697,0.86935566374428,0.948574476450967,0.778827597714816,0.948775914096762,0.880606201213199,0.974817410519871,0.995452655496732
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminococcaceae_UCG-013",0.0449634140142552,-0.278231417653364,-0.0734755165050483,-0.297740738491839,0.27908567912758,0.051515496754383,-0.0256003212370189,-0.0163133848319432,0.96418773648186,0.781165070154816,0.941513103441951,0.766262472908264,0.780528569533439,0.958977445982375,0.979608640014857,0.987005224624522,0.993059764925697,0.86935566374428,0.981952969638908,0.821339321731877,0.948775914096762,0.983725251039984,0.988938246110237,0.995452655496732
"d__Bacteria--p__Proteobacteria--__",0.591403760841001,-0.268201898888408,0.56326168959442,-0.269639703112225,0.374593881901746,-0.392674682885097,0.459774591187765,-0.690355487689932,0.555013074212386,0.788861607066026,0.573990242854785,0.787762557006989,0.708443521183283,0.695069674542493,0.646314073192548,0.490996487538133,0.909763698966695,0.86935566374428,0.914145098599753,0.821339321731877,0.948775914096762,0.880606201213199,0.942134803241546,0.739985227664105
"d__Bacteria--p__Proteobacteria--__--__",0.591403760841001,-0.268201898888408,0.56326168959442,-0.269639703112225,0.374593881901746,-0.392674682885097,0.459774591187765,-0.690355487689932,0.555013074212386,0.788861607066026,0.573990242854785,0.787762557006989,0.708443521183283,0.695069674542493,0.646314073192548,0.490996487538133,0.909763698966695,0.86935566374428,0.914145098599753,0.821339321731877,0.948775914096762,0.880606201213199,0.942134803241546,0.739985227664105
"d__Bacteria--p__Proteobacteria--__--__--__",0.591403760841001,-0.268201898888408,0.56326168959442,-0.269639703112225,0.374593881901746,-0.392674682885097,0.459774591187765,-0.690355487689932,0.555013074212386,0.788861607066026,0.573990242854785,0.787762557006989,0.708443521183283,0.695069674542493,0.646314073192548,0.490996487538133,0.909763698966695,0.86935566374428,0.914145098599753,0.821339321731877,0.948775914096762,0.880606201213199,0.942134803241546,0.739985227664105
"d__Bacteria--p__Proteobacteria--__--__--__--__",0.591403760841001,-0.268201898888408,0.56326168959442,-0.269639703112225,0.374593881901746,-0.392674682885097,0.459774591187765,-0.690355487689932,0.555013074212386,0.788861607066026,0.573990242854785,0.787762557006989,0.708443521183283,0.695069674542493,0.646314073192548,0.490996487538133,0.909763698966695,0.86935566374428,0.914145098599753,0.821339321731877,0.948775914096762,0.880606201213199,0.942134803241546,0.739985227664105
"d__Bacteria--p__Proteobacteria--__--__--__--__--__",0.591403760841001,-0.268201898888408,0.56326168959442,-0.269639703112225,0.374593881901746,-0.392674682885097,0.459774591187765,-0.690355487689932,0.555013074212386,0.788861607066026,0.573990242854785,0.787762557006989,0.708443521183283,0.695069674542493,0.646314073192548,0.490996487538133,0.909763698966695,0.86935566374428,0.914145098599753,0.821339321731877,0.948775914096762,0.880606201213199,0.942134803241546,0.739985227664105
"d__Bacteria--p__Firmicutes--c__Negativicutes--o__Selenomonadales--f__Acidaminococcaceae--g__Acidaminococcus",0.0531774643355579,-0.267497545760141,-0.146779094975197,-0.430714289046888,0.901127562989839,0.574805591581477,0.833571816488603,0.340863818358878,0.957651166372943,0.789402911165364,0.883478284188399,0.667218532713209,0.368833929338022,0.566210468310014,0.405788699274206,0.733664731154465,0.993059764925697,0.86935566374428,0.971593788948506,0.778827597714816,0.948775914096762,0.784475665170311,0.922467638230702,0.877879091730846
"d__Bacteria--p__Firmicutes--c__Negativicutes--o__Selenomonadales--f__Acidaminococcaceae--g__Acidaminococcus--s__uncultured_organism",0.0646809017592742,-0.257831671152605,-0.131100955665236,-0.417592388642372,0.909891921588087,0.584125998168885,0.836438258326641,0.346926737028521,0.948501895167178,0.796841507071535,0.895848661312095,0.676769017265822,0.364206742388884,0.559938145277813,0.404179676181083,0.729113910563223,0.993059764925697,0.86935566374428,0.971773743239114,0.779755606849752,0.948775914096762,0.784475665170311,0.922467638230702,0.877879091730846
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Coprococcus_3",0.485136160438438,-0.255970119837574,0.606696330678508,-0.322408021960568,0.206014500497544,-1.15142714700565,0.15908019372266,-1.3330770822428,0.628186513732617,0.798276269853238,0.544852423584461,0.747537447593003,0.83703355768391,0.251232426809736,0.873810148778459,0.184450043042919,0.917245860079151,0.86935566374428,0.914145098599753,0.820468413355456,0.962626123330773,0.663026878237941,0.974817410519871,0.563991477765849
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Coprococcus_3--__",0.485136160438438,-0.255970119837574,0.606696330678508,-0.322408021960568,0.206014500497544,-1.15142714700565,0.15908019372266,-1.3330770822428,0.628186513732617,0.798276269853238,0.544852423584461,0.747537447593003,0.83703355768391,0.251232426809736,0.873810148778459,0.184450043042919,0.917245860079151,0.86935566374428,0.914145098599753,0.820468413355456,0.962626123330773,0.663026878237941,0.974817410519871,0.563991477765849
"d__Bacteria--p__Firmicutes--c__Negativicutes--o__Selenomonadales--f__Veillonellaceae--g__Dialister--__",0.289962924837589,-0.239775985136148,0.231340606746668,-0.360438143747266,0.862404438263063,0.503029364790978,0.963053915941986,0.577013131727594,0.772187886324402,0.810786154070492,0.817325177822531,0.718964337613391,0.389716692155511,0.615618518884101,0.337001436311477,0.56476232747565,0.955469835996731,0.879965860049203,0.948574476450967,0.809757632936376,0.948775914096762,0.819107485377172,0.903272733944685,0.79220213172733
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Negativibacillus",0.55762413267167,-0.196220891484023,0.54690067948153,-0.181019699938284,0.629849183490124,-0.167811946506598,0.238164795761529,-0.450198904668791,0.577813663856458,0.844666258106721,0.585155801558149,0.856566485999031,0.529664486091326,0.866937983039268,0.812063835440648,0.65319203099945,0.915335264728382,0.90135526871791,0.916503932531156,0.884377086193805,0.948775914096762,0.960579367966855,0.974817410519871,0.858326718420764
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Bifidobacteriales--f__Bifidobacteriaceae--g__Bifidobacterium",-1.40338492765528,-0.184695479671858,-1.56458582398381,-0.299970858262976,-1.55162721594484,0.101658605453465,-1.15731083290136,0.342167303647606,0.162273967512289,0.853682984478465,0.119518040560895,0.764563719064528,0.122667407894745,0.919151843869962,0.248903096343633,0.732685532394728,0.558868494282354,0.90367843858994,0.514548704953512,0.821339321731877,0.654128269696311,0.965982511566447,0.837768464465457,0.877879091730846
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__uncultured--s__human_gut_metagenome",0.398693242898716,-0.1839427300832,0.135778326853287,-0.164294513317563,0.272663301357152,0.163402048032305,-0.233901329781607,0.0121819532778634,0.690605291425974,0.854272571157849,0.892155303059635,0.869693338858433,0.785452982938852,0.870403077319318,0.815366302445182,0.990296013119531,0.942180384632749,0.90367843858994,0.971593788948506,0.892137037925747,0.948775914096762,0.96107006454008,0.974817410519871,0.995452655496732
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Bifidobacteriales",-1.40362773351798,-0.175605764445541,-1.56365019178448,-0.287111380265478,-1.55025911386451,0.112595223733425,-1.15865033510435,0.343176667572183,0.162201724719189,0.860807867049915,0.119737748951446,0.774374650787254,0.122995274528821,0.910489173159666,0.248358085987856,0.731927583839967,0.558868494282354,0.90367843858994,0.514548704953512,0.821339321731877,0.654128269696311,0.965982511566447,0.837768464465457,0.877879091730846
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Bifidobacteriales--f__Bifidobacteriaceae",-1.40362773351798,-0.175605764445541,-1.56365019178448,-0.287111380265478,-1.55025911386451,0.112595223733425,-1.15865033510435,0.343176667572183,0.162201724719189,0.860807867049915,0.119737748951446,0.774374650787254,0.122995274528821,0.910489173159666,0.248358085987856,0.731927583839967,0.558868494282354,0.90367843858994,0.514548704953512,0.821339321731877,0.654128269696311,0.965982511566447,0.837768464465457,0.877879091730846
"d__Bacteria--p__Actinobacteria--c__Actinobacteria--o__Bifidobacteriales--f__Bifidobacteriaceae--g__Bifidobacterium--__",-1.34555631971501,-0.175294445670042,-1.49428682400369,-0.25523854758633,-1.54848933163833,0.0522513460684268,-1.14053713356698,0.297088035859608,0.180186439616355,0.861052097147018,0.136932972158066,0.798845591063575,0.123420428244587,0.958392010804338,0.255799444649359,0.766794512833224,0.58679056583653,0.90367843858994,0.524634760798373,0.8301728691445,0.654128269696311,0.983725251039984,0.837768464465457,0.883480634351324
"d__Bacteria--p__Firmicutes--c__Negativicutes--o__Selenomonadales--f__Veillonellaceae--g__Veillonella--s__Veillonella_atypica",0.00871084047205132,-0.131025464030224,0.0877645077344572,-0.0101947879158808,-0.622962395940186,-0.631759335495619,-0.869511346975266,-0.773038546527995,0.993059764925697,0.895906531339882,0.930165944053458,0.991877761082066,0.53416931635862,0.528423791602655,0.385894881183219,0.44066929724747,0.993059764925697,0.929999100767652,0.981873693573479,0.991877761082066,0.948775914096762,0.784475665170311,0.917647270504774,0.739985227664105
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminococcaceae_UCG-013--__",0.0209436800982141,-0.0753691427757609,-0.0466785573531068,-0.0102189804161146,0.389359664985627,0.440938051522944,0.189024923588355,0.434121428792574,0.983314442969034,0.940007593406578,0.962823573485895,0.991858487469228,0.697512164236912,0.659838559345851,0.850317417650146,0.664800081541516,0.993059764925697,0.951982212430865,0.989803132481259,0.991877761082066,0.948775914096762,0.870055866463553,0.974817410519871,0.85932442808089
"d__Bacteria--p__Firmicutes--c__Negativicutes--o__Selenomonadales--f__Veillonellaceae",-0.168691124663451,0.00330592688725205,0.0692159374702999,0.171878644144316,0.886903365878637,0.894746779533288,1.07455340718235,1.00770789840418,0.866234415136517,0.997366043928624,0.94489814059593,0.863736175894845,0.37642181698885,0.372233740622404,0.284223389592936,0.315155195481808,0.993059764925697,0.997366043928624,0.981952969638908,0.888893540241297,0.948775914096762,0.69312206661443,0.88610821461327,0.677157784886588
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Negativibacillus--__",0.470390336306481,0.0474185535625347,0.47656672103452,0.146361440826248,0.463067750563844,0.0221550235906308,0.0654594999589312,-0.214136434488012,0.638661883783999,0.962234023584782,0.63427555103095,0.883808466079469,0.643925979689929,0.982351227531161,0.947891429426506,0.830720302947141,0.917245860079151,0.965269462144986,0.916503932531156,0.902918154706234,0.948775914096762,0.988568640363636,0.974817410519871,0.905875179206453
"d__Bacteria--p__Proteobacteria--c__Alphaproteobacteria--o__Rhodospirillales",-0.468035678950289,0.0663152989073826,-0.801074170902592,-0.322016729874268,-0.398369994430716,0.054441920666288,-0.688652089598243,-0.138395509216389,0.640341449489219,0.947202937516702,0.424193912079521,0.74783334205205,0.690872482070355,0.956649344405836,0.492058595316339,0.890106331258689,0.917245860079151,0.953197892817441,0.793492141419339,0.820468413355456,0.948775914096762,0.983725251039984,0.942134803241546,0.946668272041014
"d__Bacteria--p__Proteobacteria--c__Alphaproteobacteria--o__Rhodospirillales--f__uncultured",-0.468035678950289,0.0663152989073826,-0.801074170902592,-0.322016729874268,-0.398369994430716,0.054441920666288,-0.688652089598243,-0.138395509216389,0.640341449489219,0.947202937516702,0.424193912079521,0.74783334205205,0.690872482070355,0.956649344405836,0.492058595316339,0.890106331258689,0.917245860079151,0.953197892817441,0.793492141419339,0.820468413355456,0.948775914096762,0.983725251039984,0.942134803241546,0.946668272041014
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminococcaceae_UCG-003",0.795703781758102,0.0878507421829229,0.252660601373997,-0.140131101636582,0.299229744955227,0.321091921466952,-0.327303084731459,0.0158106387064072,0.427282209425362,0.930096330912284,0.80083219135813,0.888721328374375,0.76514132503225,0.748549551471813,0.743874659987337,0.987405663680395,0.859973054413071,0.944954099776698,0.948574476450967,0.902918154706234,0.948775914096762,0.905090332197857,0.967645755779073,0.995452655496732
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Ruminococcaceae--g__Ruminococcaceae_UCG-003--__",0.795703781758102,0.0878507421829229,0.252660601373997,-0.140131101636582,0.299229744955227,0.321091921466952,-0.327303084731459,0.0158106387064072,0.427282209425362,0.930096330912284,0.80083219135813,0.888721328374375,0.76514132503225,0.748549551471813,0.743874659987337,0.987405663680395,0.859973054413071,0.944954099776698,0.948574476450967,0.902918154706234,0.948775914096762,0.905090332197857,0.967645755779073,0.995452655496732
"d__Bacteria--p__Verrucomicrobia",0.0168467733759426,0.113800146037771,0.342282886757624,0.424442509722407,0.347774558845563,0.364931094167273,0.293017055615841,0.232459422965507,0.98657804687332,0.909527422448867,0.732555903350185,0.671776643911261,0.728452749953274,0.715633012561748,0.769896043573112,0.816485890846712,0.993059764925697,0.929999100767652,0.94312865289619,0.778827597714816,0.948775914096762,0.888950382791546,0.967645755779073,0.898417001000881
"d__Bacteria--p__Verrucomicrobia--c__Verrucomicrobiae",0.0168467733759426,0.113800146037771,0.342282886757624,0.424442509722407,0.347774558845563,0.364931094167273,0.293017055615841,0.232459422965507,0.98657804687332,0.909527422448867,0.732555903350185,0.671776643911261,0.728452749953274,0.715633012561748,0.769896043573112,0.816485890846712,0.993059764925697,0.929999100767652,0.94312865289619,0.778827597714816,0.948775914096762,0.888950382791546,0.967645755779073,0.898417001000881
"d__Bacteria--p__Verrucomicrobia--c__Verrucomicrobiae--o__Verrucomicrobiales",0.0168467733759426,0.115611279789827,0.342282886757624,0.425743437207192,0.347774558845563,0.366561800682937,0.293017055615841,0.233476748616088,0.98657804687332,0.908093937494123,0.732555903350185,0.670830166654963,0.728452749953274,0.71441839180048,0.769896043573112,0.815697312049188,0.993059764925697,0.929999100767652,0.94312865289619,0.778827597714816,0.948775914096762,0.888950382791546,0.967645755779073,0.898417001000881
"d__Bacteria--p__Verrucomicrobia--c__Verrucomicrobiae--o__Verrucomicrobiales--f__Akkermansiaceae",0.0168467733759426,0.115611279789827,0.342282886757624,0.425743437207192,0.347774558845563,0.366561800682937,0.293017055615841,0.233476748616088,0.98657804687332,0.908093937494123,0.732555903350185,0.670830166654963,0.728452749953274,0.71441839180048,0.769896043573112,0.815697312049188,0.993059764925697,0.929999100767652,0.94312865289619,0.778827597714816,0.948775914096762,0.888950382791546,0.967645755779073,0.898417001000881
"d__Bacteria--p__Verrucomicrobia--c__Verrucomicrobiae--o__Verrucomicrobiales--f__Akkermansiaceae--g__Akkermansia",0.0168467733759426,0.115611279789827,0.342282886757624,0.425743437207192,0.347774558845563,0.366561800682937,0.293017055615841,0.233476748616088,0.98657804687332,0.908093937494123,0.732555903350185,0.670830166654963,0.728452749953274,0.71441839180048,0.769896043573112,0.815697312049188,0.993059764925697,0.929999100767652,0.94312865289619,0.778827597714816,0.948775914096762,0.888950382791546,0.967645755779073,0.898417001000881
"d__Bacteria--p__Firmicutes--c__Clostridia--o__Clostridiales--f__Lachnospiraceae--g__Ruminococcus_gnavus_group",-0.127648556191353,0.127765424078219,-0.019486983041547,0.276820642848302,-0.277551119259605,-0.224292992506203,-0.42492896329953,-0.0582382488560923,0.898573665715806,0.898482154705202,0.984475208204899,0.782252155610796,0.781704407281136,0.82280851746468,0.671470259507454,0.953633386795731,0.993059764925697,0.929999100767652,0.997016293659738,0.821339321731877,0.948775914096762,0.94103852005273,0.942134803241546,0.978997713270063
